product_name,sales,price,reorder_quantity,stock_level,holding_cost,Production_cost,currency_fluctuation,stockout,timestamp
Water,46,1.8,55,217,1.83,9.92,1.39,0,26/10/2022
Sauces and Soups,53,7.04,56,494,4.88,3.11,0.04,1,26/10/2022
Instant Porridge,44,5.96,45,371,1.84,3.69,-0.58,0,26/10/2022
Biscuits,47,10.96,55,290,3.11,7.22,1.97,1,26/10/2022
Water,53,5.04,57,235,1.39,2.1,0.09,1,25/10/2022
Sauces and Soups,49,13.71,52,278,0.64,1.6,-2,0,25/10/2022
Instant Porridge,54,8.64,59,403,3.28,8.66,1.13,0,25/10/2022
Biscuits,48,10.3,48,14,0.52,6.13,-1.03,1,25/10/2022
Water,35,2.62,41,324,3.22,4.97,0.82,1,24/10/2022
Sauces and Soups,33,16.84,40,478,0.53,2.35,0.57,1,24/10/2022
Instant Porridge,49,7.51,54,359,3.37,1.46,-1.21,0,24/10/2022
Biscuits,59,7.25,61,466,0.57,6.74,-0.8,0,24/10/2022
Water,44,19.37,47,98,4.78,3.47,-0.51,0,23/10/2022
Sauces and Soups,60,18.37,62,270,4.55,3.26,-1.56,0,23/10/2022
Instant Porridge,56,5.87,58,203,3.75,8.17,-1.37,1,23/10/2022
Biscuits,54,6.24,59,8,4.85,6.64,-0.38,1,23/10/2022
Water,52,7.23,61,179,3.57,5.45,-0.74,0,22/10/2022
Sauces and Soups,36,19.19,43,38,2.25,4.8,-0.63,1,22/10/2022
Instant Porridge,55,9.26,63,212,0.85,6.27,1.63,0,22/10/2022
Biscuits,39,11.58,40,441,1.79,9.57,1.78,1,22/10/2022
Water,53,10.47,60,281,4.86,8.01,-1.1,0,21/10/2022
Sauces and Soups,50,1.32,55,347,3.99,8.11,0.53,1,21/10/2022
Instant Porridge,30,1.87,31,217,2.43,5.04,-0.34,1,21/10/2022
Biscuits,47,7.3,56,136,2.83,3.61,-0.48,0,21/10/2022
Water,57,5.48,57,169,0.62,8.58,-1.67,1,20/10/2022
Sauces and Soups,54,12.83,58,98,2.75,3.41,1.42,0,20/10/2022
Instant Porridge,59,6.48,60,87,1.08,1.05,-1.37,1,20/10/2022
Biscuits,52,5.04,54,257,1.07,7.82,0.05,1,20/10/2022
Water,48,10.56,53,179,2.64,9,-1.51,0,19/10/2022
Sauces and Soups,51,4.79,53,451,0.63,8.28,-0.04,1,19/10/2022
Instant Porridge,52,12.35,55,211,2.48,6.78,-1.14,1,19/10/2022
Biscuits,45,12.19,54,393,4.75,8.33,-0.04,1,19/10/2022
Water,51,1.1,57,428,3.82,4.64,0.64,1,18/10/2022
Sauces and Soups,46,7.53,54,45,2.77,3.64,0.32,1,18/10/2022
Instant Porridge,53,5.13,56,218,1.53,6.29,1.22,1,18/10/2022
Biscuits,46,4.89,54,339,1.93,6.28,1.45,1,18/10/2022
Water,55,18.98,56,454,1.17,8.84,-1.96,1,17/10/2022
Sauces and Soups,54,19.09,58,144,4.5,7.17,-0.22,1,17/10/2022
Instant Porridge,49,16.16,51,102,4.32,7.01,0.13,0,17/10/2022
Biscuits,75,19.86,84,319,3.66,9.47,1.97,0,17/10/2022
Water,59,9.48,59,308,3.11,8.02,-1.15,1,16/10/2022
Sauces and Soups,59,1.36,62,322,4.15,2.03,1.15,1,16/10/2022
Instant Porridge,44,7.69,44,497,3.83,4.25,-0.12,0,16/10/2022
Biscuits,43,5.42,47,277,4.69,9.84,-0.36,0,16/10/2022
Water,37,2.87,42,467,4.78,7.57,1.03,1,15/10/2022
Sauces and Soups,48,10.59,55,299,3.68,8.5,-1.98,0,15/10/2022
Instant Porridge,49,17.5,58,117,3.72,5.55,-0.6,1,15/10/2022
Biscuits,55,17.45,57,71,4.97,6.48,-1.41,1,15/10/2022
Water,47,14.81,54,434,0.65,1.31,0.02,1,14/10/2022
Sauces and Soups,51,12.65,53,371,4.13,7.65,0.15,0,14/10/2022
Instant Porridge,48,3.78,54,303,3.18,4.94,0.98,0,14/10/2022
Biscuits,53,14.79,58,415,4.31,7.3,0.95,0,14/10/2022
Water,59,14.64,67,366,3.47,4.61,-1.63,0,13/10/2022
Sauces and Soups,54,18.61,60,498,3.44,1.62,1.69,0,13/10/2022
Instant Porridge,41,1.04,43,51,1.75,4.87,1.53,0,13/10/2022
Biscuits,53,17.95,57,217,0.92,5.41,1.95,1,13/10/2022
Water,56,5.9,57,116,3.53,9.05,0.35,1,12/10/2022
Sauces and Soups,54,15.71,61,110,0.63,8.86,0.8,0,12/10/2022
Instant Porridge,36,7.83,36,240,2.76,2.37,-1.67,1,12/10/2022
Biscuits,58,14.93,63,427,0.71,9.14,-1.68,0,12/10/2022
Water,39,19.69,46,478,1.04,7.79,1.79,1,11/10/2022
Sauces and Soups,63,9.11,63,9,3.07,8.15,-1.92,1,11/10/2022
Instant Porridge,60,1.07,66,121,4.31,1.51,-1.23,1,11/10/2022
Biscuits,54,1.56,62,233,2.64,6.74,-1.72,0,11/10/2022
Water,64,11.9,69,91,4.35,5.32,0.07,0,10/10/2022
Sauces and Soups,46,17.2,50,331,2.71,3.69,1.89,1,10/10/2022
Instant Porridge,53,11.95,57,278,0.79,4.44,0.72,1,10/10/2022
Biscuits,50,3.15,51,22,2.08,6.08,-1.9,0,10/10/2022
Water,42,8.05,51,240,3.1,4.68,0.02,1,9/10/2022
Sauces and Soups,51,19.26,58,133,1.26,3.46,0.87,0,9/10/2022
Instant Porridge,51,3.62,59,364,0.64,7.64,-0.95,1,9/10/2022
Biscuits,56,6.53,56,335,2.7,1.26,0.32,1,9/10/2022
Water,55,3.55,64,282,2.08,3.76,1.77,0,8/10/2022
Sauces and Soups,61,9.9,61,336,1.35,8.25,1.38,0,8/10/2022
Instant Porridge,42,7.13,44,61,2.22,7.21,-1.05,0,8/10/2022
Biscuits,59,9.84,60,19,2.8,1.45,-1.27,1,8/10/2022
Water,69,1.93,77,422,4.04,4.47,-0.61,1,7/10/2022
Sauces and Soups,56,12.23,62,77,1.45,3.69,1.11,1,7/10/2022
Instant Porridge,41,10.38,44,463,4.67,7.59,1.72,0,7/10/2022
Biscuits,49,2.29,54,366,4.23,6.4,-1.38,1,7/10/2022
Water,43,12.2,50,98,2.47,5.08,-0.5,0,6/10/2022
Sauces and Soups,49,19.15,58,39,0.52,7.56,-0.4,1,6/10/2022
Instant Porridge,53,13.79,61,105,1,8.43,-1.36,0,6/10/2022
Biscuits,53,2.47,56,10,1.73,4.73,-0.55,0,6/10/2022
Water,46,12.78,54,337,0.97,9.12,0.08,1,5/10/2022
Sauces and Soups,46,17.64,51,86,4,8.17,-1.21,1,5/10/2022
Instant Porridge,48,18.27,48,396,2.7,3.59,-0.15,1,5/10/2022
Biscuits,45,18.86,48,283,3.29,6.23,-0.86,0,5/10/2022
Water,57,10.41,66,109,1.11,5.23,-0.12,0,4/10/2022
Sauces and Soups,41,7.32,47,164,0.77,4.76,-0.62,0,4/10/2022
Instant Porridge,45,2.88,50,85,3.13,4.85,1.39,0,4/10/2022
Biscuits,55,3.81,58,498,3.36,3.39,-0.53,0,4/10/2022
Water,55,1.92,58,4,3.84,1.76,-1.79,0,3/10/2022
Sauces and Soups,50,13.85,56,72,1.81,2.16,0.71,1,3/10/2022
Instant Porridge,46,1.74,55,456,3.37,2.26,0.91,1,3/10/2022
Biscuits,47,16.44,48,148,1.53,9.98,-1.33,0,3/10/2022
Water,37,14.04,42,196,4.45,5.9,-0.95,0,2/10/2022
Sauces and Soups,47,16.22,49,284,1.36,7.77,1.39,0,2/10/2022
Instant Porridge,40,19.46,46,317,1.35,5.44,-1.32,0,2/10/2022
Biscuits,53,9.28,55,361,2.27,5.77,1.36,1,2/10/2022
Water,47,19.74,56,391,0.86,3.16,0.93,1,1/10/2022
Sauces and Soups,56,8.7,63,182,0.66,7.38,1.14,1,1/10/2022
Instant Porridge,59,1.4,67,136,4.69,1.24,-0.19,0,1/10/2022
Biscuits,46,17.25,46,83,3.18,2.99,-1.31,0,1/10/2022
Water,52,7.34,57,98,1.95,7.88,0.02,1,30/9/2022
Sauces and Soups,45,14.37,54,107,2.75,1.16,1.73,1,30/9/2022
Instant Porridge,47,14.44,54,228,2.74,7.79,0.37,1,30/9/2022
Biscuits,58,19.04,60,90,2.11,2.66,-0.62,0,30/9/2022
Water,42,7.91,44,73,4.72,4.08,0.14,0,29/9/2022
Sauces and Soups,59,5.34,62,260,4.11,5.93,-0.02,0,29/9/2022
Instant Porridge,47,19.04,47,375,0.52,1.06,0.95,0,29/9/2022
Biscuits,51,9.76,59,308,1.36,6.2,-0.01,0,29/9/2022
Water,42,10.46,49,213,3.22,6.18,-0.73,1,28/9/2022
Sauces and Soups,51,8.44,56,264,4.88,1.74,-0.03,0,28/9/2022
Instant Porridge,43,9.9,45,461,3,7.85,0.52,1,28/9/2022
Biscuits,46,15.74,54,220,3.85,4.64,1.21,0,28/9/2022
Water,48,1.42,51,310,4.06,2.31,1.16,1,27/9/2022
Sauces and Soups,40,11.64,46,408,0.99,4.28,0.94,0,27/9/2022
Instant Porridge,56,10.46,59,449,3.43,6.37,-1.49,1,27/9/2022
Biscuits,58,18.08,67,24,3.51,8.76,-0.06,1,27/9/2022
Water,42,10.51,50,178,3,7.83,-0.23,0,26/9/2022
Sauces and Soups,60,15.23,67,109,4.32,7.11,-0.7,0,26/9/2022
Instant Porridge,58,6.09,61,11,3.24,1.13,-1.28,1,26/9/2022
Biscuits,44,6.01,52,60,1.56,2.72,0.78,1,26/9/2022
Water,53,13.15,55,349,4.47,9.95,-1.42,0,25/9/2022
Sauces and Soups,48,10.79,53,357,2.63,5.24,-1.9,0,25/9/2022
Instant Porridge,48,18.74,56,353,4.48,3.62,-1.91,0,25/9/2022
Biscuits,60,6.71,69,488,3.15,3.93,-0.04,1,25/9/2022
Water,56,19.98,62,137,4.73,9.85,1.46,1,24/9/2022
Sauces and Soups,50,8.73,51,216,4.42,3.87,-1.97,0,24/9/2022
Instant Porridge,58,8.2,66,340,1.86,8.26,1.07,0,24/9/2022
Biscuits,41,15.15,47,86,1.26,7.67,-0.29,0,24/9/2022
Water,44,1.88,52,232,1.34,5.79,0.79,0,23/9/2022
Sauces and Soups,58,8.39,63,35,1.71,8.13,-1.78,1,23/9/2022
Instant Porridge,47,17.02,49,94,3.07,8.73,-1.5,1,23/9/2022
Biscuits,45,3.71,53,134,4.83,3.51,1.46,0,23/9/2022
Water,57,11.3,65,214,1.37,5.37,1.47,0,22/9/2022
Sauces and Soups,45,4.49,48,257,4.77,3.15,1.28,0,22/9/2022
Instant Porridge,48,15.55,51,97,2.62,1.9,-0.46,0,22/9/2022
Biscuits,51,12.61,58,308,1.42,8.43,-0.44,1,22/9/2022
Water,57,14,57,259,4.98,8.48,-1.6,0,21/9/2022
Sauces and Soups,38,5.07,40,477,1.23,6.22,0.42,1,21/9/2022
Instant Porridge,50,3.66,57,37,2.91,2.76,-0.41,1,21/9/2022
Biscuits,51,6.79,52,487,3.89,7,-1.88,0,21/9/2022
Water,48,8.35,48,174,1.58,6.62,-1.85,0,20/9/2022
Sauces and Soups,52,16.47,53,304,3.48,4.25,-0.22,0,20/9/2022
Instant Porridge,47,8.17,48,373,0.67,6.13,-1.05,1,20/9/2022
Biscuits,44,8.5,50,318,0.91,2.91,-1.98,0,20/9/2022
Water,44,18.98,49,219,4.35,6.92,1.64,1,19/9/2022
Sauces and Soups,46,18.77,48,287,3.36,5.7,0.2,0,19/9/2022
Instant Porridge,50,2.82,50,407,2.1,9.05,-0.54,1,19/9/2022
Biscuits,47,19.21,53,257,1.03,6.08,0.74,0,19/9/2022
Water,41,2.05,44,135,4.73,9.7,0.1,0,18/9/2022
Sauces and Soups,62,2.45,68,335,4.88,5.78,-0.99,0,18/9/2022
Instant Porridge,44,14.07,45,141,1.65,5.48,1.67,1,18/9/2022
Biscuits,49,3.25,58,468,0.89,7.17,1.23,0,18/9/2022
Water,54,14.61,54,328,4.87,4.38,-0.84,1,17/9/2022
Sauces and Soups,44,1.83,48,357,4.12,8.02,-1.12,1,17/9/2022
Instant Porridge,55,15.88,61,190,1.09,5.64,1.46,1,17/9/2022
Biscuits,48,16.58,48,271,4.38,7.66,1.58,0,17/9/2022
Water,41,1.14,46,201,4.17,6.59,-0.73,0,16/9/2022
Sauces and Soups,52,10.6,54,123,1.63,2.36,1.75,1,16/9/2022
Instant Porridge,49,1.13,51,5,2.08,2.67,1.39,0,16/9/2022
Biscuits,54,16.05,57,397,3.61,4.82,-1.56,0,16/9/2022
Water,49,17.79,55,50,1.25,4.55,1.02,1,15/9/2022
Sauces and Soups,46,15.72,55,59,0.96,4.37,1.1,1,15/9/2022
Instant Porridge,42,9.51,43,211,0.94,8.05,1.69,0,15/9/2022
Biscuits,51,10.13,57,257,0.92,1.07,-0.35,1,15/9/2022
Water,40,17.96,45,190,2.24,7.71,-1.37,0,14/9/2022
Sauces and Soups,48,5.43,50,410,1.05,9.62,-1.66,1,14/9/2022
Instant Porridge,58,7.49,62,232,0.57,5.74,-0.21,1,14/9/2022
Biscuits,39,1.98,44,252,0.66,6.76,0.73,1,14/9/2022
Water,54,5.69,60,410,2.64,3.52,-0.04,1,13/9/2022
Sauces and Soups,45,12.87,53,137,4.96,7.39,-1.9,1,13/9/2022
Instant Porridge,48,1.66,50,282,4.97,4.52,0.33,0,13/9/2022
Biscuits,55,13.19,61,460,3.46,7.8,1.12,1,13/9/2022
Water,55,5.54,59,449,1.64,6.69,-0.06,1,12/9/2022
Sauces and Soups,63,14.88,66,486,1.01,5.85,-1.31,0,12/9/2022
Instant Porridge,52,15.89,55,247,3.62,5.75,-1,1,12/9/2022
Biscuits,56,6.6,64,314,1.01,4.56,0.48,1,12/9/2022
Water,43,9.29,50,211,1.01,2.77,-0.28,0,11/9/2022
Sauces and Soups,46,2.15,49,142,1.65,7.32,1.03,1,11/9/2022
Instant Porridge,50,16.88,58,389,4.08,3.4,-1.13,1,11/9/2022
Biscuits,55,12.02,57,387,4.22,4.45,1.85,0,11/9/2022
Water,38,5.87,41,412,4.73,2.12,0.5,0,10/9/2022
Sauces and Soups,49,10.19,53,353,2.64,7.34,-1.41,0,10/9/2022
Instant Porridge,46,11.03,48,111,0.54,8.03,1.22,0,10/9/2022
Biscuits,49,5.98,53,290,1.36,2.48,1.63,0,10/9/2022
Water,44,16.39,48,22,3.58,2.35,1.57,0,9/9/2022
Sauces and Soups,51,11.24,54,369,4.21,6.24,-0.73,0,9/9/2022
Instant Porridge,57,19.24,63,330,0.51,9.31,-0.05,0,9/9/2022
Biscuits,44,5.9,47,303,3.13,8.3,1.3,1,9/9/2022
Water,49,1.92,53,477,2.67,7.96,-0.84,1,8/9/2022
Sauces and Soups,38,19.66,46,13,2.89,8.48,1.38,0,8/9/2022
Instant Porridge,32,8.31,36,240,3.75,7.63,-1.53,1,8/9/2022
Biscuits,42,13.87,43,379,0.86,7.07,0.92,0,8/9/2022
Water,47,17.72,53,273,1.48,9.86,0.4,1,7/9/2022
Sauces and Soups,47,1.71,54,416,3.18,7.58,1.57,1,7/9/2022
Instant Porridge,45,17.42,51,352,1.56,5.52,-1.42,0,7/9/2022
Biscuits,48,11.63,51,211,2.19,2.81,-0.82,1,7/9/2022
Water,45,8.93,48,296,1.53,9.5,-0.98,1,6/9/2022
Sauces and Soups,55,17.77,59,299,1.15,5.79,0.2,1,6/9/2022
Instant Porridge,42,14.59,42,32,3.12,1.61,0.41,1,6/9/2022
Biscuits,56,16.4,61,389,3.22,6.42,0.84,1,6/9/2022
Water,67,13.8,70,63,4.62,3.29,0.28,1,5/9/2022
Sauces and Soups,68,8.9,73,42,3.24,2.51,1.38,0,5/9/2022
Instant Porridge,49,19.92,54,412,0.96,8.36,1.55,0,5/9/2022
Biscuits,58,16.35,63,321,0.8,1.61,0.85,0,5/9/2022
Water,40,12.47,44,128,4.5,9.31,-1.5,0,4/9/2022
Sauces and Soups,49,15.97,54,124,4.8,3.18,0.46,1,4/9/2022
Instant Porridge,41,13.15,43,318,1.35,1.46,1.12,1,4/9/2022
Biscuits,35,7.34,41,216,4.2,8.84,-0.5,0,4/9/2022
Water,56,12.83,65,0,4.96,9,-0.29,1,3/9/2022
Sauces and Soups,53,12.27,56,485,3.35,9.91,0.66,0,3/9/2022
Instant Porridge,39,14.67,44,274,3.59,5.29,0.76,0,3/9/2022
Biscuits,54,18.17,63,33,3.42,8.58,-1.57,0,3/9/2022
Water,52,9.54,54,61,1.82,3.65,1.49,1,2/9/2022
Sauces and Soups,48,9.79,52,448,1.22,5.62,-0.06,0,2/9/2022
Instant Porridge,54,18.52,54,407,2.04,8.9,1.15,1,2/9/2022
Biscuits,56,19.95,59,353,1.69,2.92,0.29,1,2/9/2022
Water,40,13.33,40,194,2.82,3.07,-0.52,0,1/9/2022
Sauces and Soups,40,10.03,41,130,3.5,2.78,1.91,1,1/9/2022
Instant Porridge,44,4.43,44,194,4.06,1.08,0.83,1,1/9/2022
Biscuits,49,16.9,56,461,4.17,6.99,-1.42,0,1/9/2022
Water,49,4.64,50,346,2.25,9.62,-0.5,1,31/8/2022
Sauces and Soups,60,5.78,65,343,1.69,2.9,0.75,0,31/8/2022
Instant Porridge,58,11.2,64,488,2.76,9.6,1.5,0,31/8/2022
Biscuits,36,16.16,43,215,4.18,5.18,-1.67,1,31/8/2022
Water,63,16.93,66,486,4.6,8.1,0.87,1,30/8/2022
Sauces and Soups,52,8.9,52,191,4.97,2.78,-1.95,1,30/8/2022
Instant Porridge,56,8.12,62,133,1.96,4.74,1.17,1,30/8/2022
Biscuits,45,9.81,51,426,2.02,7.42,0.34,1,30/8/2022
Water,55,12.46,55,269,2.97,8.29,-1.32,1,29/8/2022
Sauces and Soups,40,5.96,46,2,2.83,5.87,1.33,1,29/8/2022
Instant Porridge,41,18.94,48,279,2.09,1.94,0.38,1,29/8/2022
Biscuits,49,18.79,50,233,3,9.55,-1.17,1,29/8/2022
Water,53,19.47,60,298,2.48,7.27,-0.3,0,28/8/2022
Sauces and Soups,47,15.66,47,63,2.74,1.04,-1.2,0,28/8/2022
Instant Porridge,60,4.05,62,272,3.48,3.63,-1.43,0,28/8/2022
Biscuits,58,15.01,62,122,2.14,1.03,-1.84,0,28/8/2022
Water,57,9.68,63,175,4.25,6.91,0.57,0,27/8/2022
Sauces and Soups,36,3.55,44,144,0.66,7.93,-0.58,1,27/8/2022
Instant Porridge,47,5.66,52,294,1.92,2.34,1.91,1,27/8/2022
Biscuits,52,2.13,57,494,0.92,3.11,1.55,1,27/8/2022
Water,60,9.36,67,89,2.77,9.61,0.71,0,26/8/2022
Sauces and Soups,57,14.82,60,193,4.55,4.7,0.27,1,26/8/2022
Instant Porridge,51,4.01,60,286,1.28,7.88,0.8,0,26/8/2022
Biscuits,45,19.85,50,246,4.64,6.08,0.82,0,26/8/2022
Water,51,15.67,53,28,1.75,4.59,1.08,1,25/8/2022
Sauces and Soups,54,11.32,61,308,1.01,6.06,-0.21,1,25/8/2022
Instant Porridge,46,16.02,52,314,3.24,1.66,-0.11,0,25/8/2022
Biscuits,49,11.44,55,492,1.09,8.43,1.15,1,25/8/2022
Water,50,11.75,56,251,3.78,1.73,0.35,1,24/8/2022
Sauces and Soups,54,17.01,63,448,2.08,5.24,0.3,1,24/8/2022
Instant Porridge,62,19.86,67,329,0.53,1.62,0.39,1,24/8/2022
Biscuits,43,3.04,50,366,1.52,7.27,1.55,1,24/8/2022
Water,44,4.22,48,129,2.29,9.36,0.79,1,23/8/2022
Sauces and Soups,64,17.89,64,473,0.89,3.14,-1.65,0,23/8/2022
Instant Porridge,42,4.34,51,184,4.82,6.3,1.79,0,23/8/2022
Biscuits,50,13.02,51,39,2.88,2.9,-0.89,1,23/8/2022
Water,46,5.69,50,238,4.46,6.21,-1.92,1,22/8/2022
Sauces and Soups,52,11.6,53,216,0.79,9.23,1.55,1,22/8/2022
Instant Porridge,56,10.1,62,293,4.15,5.97,-0.44,1,22/8/2022
Biscuits,52,2.96,61,65,4.27,8.4,-0.34,1,22/8/2022
Water,53,7.8,61,440,1.25,2.72,-1.64,0,21/8/2022
Sauces and Soups,42,11.49,43,172,2.94,2.26,0.97,1,21/8/2022
Instant Porridge,53,1.29,56,383,1.11,1.99,1.82,1,21/8/2022
Biscuits,56,17.34,58,310,3.33,2.78,-0.33,0,21/8/2022
Water,53,2.6,57,459,3.3,2.34,1.38,1,20/8/2022
Sauces and Soups,67,19.94,71,322,1.41,4.13,0.99,0,20/8/2022
Instant Porridge,56,17.79,65,372,1.39,2.46,1.13,0,20/8/2022
Biscuits,50,6.35,57,173,3.54,7.6,0.97,0,20/8/2022
Water,55,19.68,62,413,1.56,4.12,1.58,0,19/8/2022
Sauces and Soups,59,10.69,64,368,0.77,4.29,-1.97,0,19/8/2022
Instant Porridge,54,18.75,63,399,3.09,6.94,0.52,0,19/8/2022
Biscuits,38,3.2,43,4,3.24,9.65,-0.57,1,19/8/2022
Water,58,6.26,65,286,4.27,9.74,-1.82,1,18/8/2022
Sauces and Soups,57,3.11,65,58,2.58,3.94,-1.23,0,18/8/2022
Instant Porridge,58,4.94,64,414,0.63,8.73,-1.86,1,18/8/2022
Biscuits,53,5.95,57,0,4.16,6.63,1.58,0,18/8/2022
Water,61,1.45,69,54,4.64,8.86,-1.66,1,17/8/2022
Sauces and Soups,50,12.3,58,111,1.54,5.05,0.5,1,17/8/2022
Instant Porridge,55,6.95,57,369,3.53,9.93,1.1,1,17/8/2022
Biscuits,43,10.37,51,137,4.16,8.4,1.2,1,17/8/2022
Water,46,2.38,48,114,2.49,3.66,-0.03,0,16/8/2022
Sauces and Soups,48,10.61,55,124,4.42,8.54,-0.72,0,16/8/2022
Instant Porridge,57,8.59,64,72,3.65,6.89,-0.45,0,16/8/2022
Biscuits,53,17.5,59,54,4.05,9.35,-1.05,0,16/8/2022
Water,40,11.64,43,298,2.76,6.67,0.98,0,15/8/2022
Sauces and Soups,44,3.55,45,172,0.65,4.86,0.66,1,15/8/2022
Instant Porridge,58,16.35,58,229,3.24,6.16,1.13,0,15/8/2022
Biscuits,45,11.87,45,389,0.59,5.67,1.97,0,15/8/2022
Water,45,18.83,46,429,4.42,2.83,-0.29,1,14/8/2022
Sauces and Soups,50,5.43,51,73,0.85,1.74,0.13,1,14/8/2022
Instant Porridge,47,17.74,56,78,1.35,1.28,-1.7,1,14/8/2022
Biscuits,57,11.51,59,459,1.12,6.62,1.24,1,14/8/2022
Water,46,7.32,52,109,1.52,1.75,-1.51,1,13/8/2022
Sauces and Soups,44,19.97,49,276,1.32,6.54,-0.08,0,13/8/2022
Instant Porridge,57,18.23,57,439,0.97,6.59,1.17,1,13/8/2022
Biscuits,44,13.23,50,0,4.31,9.42,0.62,1,13/8/2022
Water,54,15.22,62,403,2.32,4.1,-0.05,0,12/8/2022
Sauces and Soups,45,17.3,54,467,1.85,5.45,-1.26,0,12/8/2022
Instant Porridge,55,11.54,64,47,4.59,9.46,-1,1,12/8/2022
Biscuits,40,8.39,42,376,0.9,2.04,-1.77,1,12/8/2022
Water,60,15.36,63,315,1.58,5.31,0.26,0,11/8/2022
Sauces and Soups,44,8.32,49,416,4.84,5.57,1.43,0,11/8/2022
Instant Porridge,57,10.24,60,416,4.52,4.2,1.64,1,11/8/2022
Biscuits,55,12.72,62,25,1.51,9.87,-1.97,0,11/8/2022
Water,47,18.31,56,238,0.56,1.36,1.03,0,10/8/2022
Sauces and Soups,51,17.85,52,372,2.01,8.76,-1.13,0,10/8/2022
Instant Porridge,57,14.19,62,187,3.63,8.08,-0.12,0,10/8/2022
Biscuits,51,17.45,51,202,0.87,4.15,-1.49,0,10/8/2022
Water,50,10.44,52,399,2.34,7.43,-1.69,0,9/8/2022
Sauces and Soups,45,7.33,53,407,0.81,2.51,-1.98,0,9/8/2022
Instant Porridge,44,8.3,46,325,4.36,4.02,-0.52,0,9/8/2022
Biscuits,48,17.03,49,277,3.64,3.61,-1.82,1,9/8/2022
Water,49,9.25,51,457,2.81,6.4,1.26,1,8/8/2022
Sauces and Soups,50,1.84,59,254,2.89,5.19,0.23,1,8/8/2022
Instant Porridge,46,10.68,53,172,1.69,1.4,1.48,1,8/8/2022
Biscuits,46,16.86,48,97,2.4,5.09,-1.81,0,8/8/2022
Water,56,2.29,56,186,2.18,6.21,1.45,1,7/8/2022
Sauces and Soups,51,14.33,57,416,0.94,3.63,-1.55,0,7/8/2022
Instant Porridge,36,18.21,37,344,2.92,5.13,-0.44,1,7/8/2022
Biscuits,48,1.94,51,69,1.32,5.71,-1.89,0,7/8/2022
Water,40,8.41,46,125,3.86,8.04,0.73,0,6/8/2022
Sauces and Soups,51,18.47,53,498,3.44,5.03,-1.18,1,6/8/2022
Instant Porridge,59,13.84,68,90,4.92,6.75,0.58,0,6/8/2022
Biscuits,59,18.67,68,386,4.78,5.24,-0.39,1,6/8/2022
Water,45,3.47,53,81,2.05,6.9,-1.4,0,5/8/2022
Sauces and Soups,40,9.03,40,213,2.12,8.96,-1.6,1,5/8/2022
Instant Porridge,48,6.8,57,256,1.93,9.86,-0.91,0,5/8/2022
Biscuits,55,14.69,63,351,3.12,7.8,0.41,0,5/8/2022
Water,57,19.34,64,134,3.88,9.44,-1.31,1,4/8/2022
Sauces and Soups,62,15.04,69,189,3.09,8.58,-0.89,0,4/8/2022
Instant Porridge,43,15.37,48,288,2.79,3.03,-1.6,1,4/8/2022
Biscuits,40,4.21,44,478,0.69,3.63,-0.62,0,4/8/2022
Water,57,9.56,66,56,1.67,9.24,-1.92,0,3/8/2022
Sauces and Soups,65,8.63,74,49,2.69,6.98,1.68,1,3/8/2022
Instant Porridge,57,12.96,62,139,4.29,2.62,-0.8,0,3/8/2022
Biscuits,48,17.76,53,478,3.34,7.04,0.21,1,3/8/2022
Water,32,16.98,33,287,3.38,9.64,0.63,0,2/8/2022
Sauces and Soups,46,1.41,53,31,1.66,3.86,-1.46,1,2/8/2022
Instant Porridge,50,12.14,55,415,3.18,4.98,0.42,0,2/8/2022
Biscuits,40,10.39,46,56,1.27,6.69,0.04,0,2/8/2022
Water,54,5.42,62,331,1.4,8.21,-0.34,1,1/8/2022
Sauces and Soups,49,13.31,55,456,3.46,3.2,1.31,1,1/8/2022
Instant Porridge,46,12.39,53,205,4.25,4.95,0.14,0,1/8/2022
Biscuits,64,19.87,71,188,2.19,8.76,1.63,1,1/8/2022
Water,39,8.95,48,178,3.16,4.86,1.94,1,31/7/2022
Sauces and Soups,52,12.12,58,484,0.55,9.01,0.52,0,31/7/2022
Instant Porridge,53,16.12,55,282,3.36,5.83,-1.4,1,31/7/2022
Biscuits,48,17.76,54,355,0.9,5.77,-1.64,1,31/7/2022
Water,41,2.56,49,161,2.99,8.33,-1.57,0,30/7/2022
Sauces and Soups,53,2.5,61,302,1.95,6.75,-1.13,0,30/7/2022
Instant Porridge,52,18.59,59,200,3.68,5.57,-1.51,1,30/7/2022
Biscuits,58,2.3,62,87,2.65,4.92,-0.11,0,30/7/2022
Water,40,1.86,41,279,3.72,5.31,-0.66,0,29/7/2022
Sauces and Soups,61,4.64,63,326,1.27,1.85,0.43,1,29/7/2022
Instant Porridge,46,16.7,54,429,4.01,2.15,-1.56,0,29/7/2022
Biscuits,42,14.21,47,323,0.95,9.27,0.89,1,29/7/2022
Water,65,19.86,71,215,3.02,3.29,0.76,1,28/7/2022
Sauces and Soups,49,2.85,54,24,3.34,1.93,-1.25,1,28/7/2022
Instant Porridge,45,2.02,51,232,2.02,8.02,-1.59,1,28/7/2022
Biscuits,51,17.81,57,29,4.58,6.82,-0.82,1,28/7/2022
Water,51,16.78,60,401,3.41,9.88,0.39,1,27/7/2022
Sauces and Soups,35,3.6,38,474,2.96,5.16,-1.33,1,27/7/2022
Instant Porridge,63,7.33,72,35,0.57,3.99,-1.63,0,27/7/2022
